date,close
"05,12,2018",19.67
"06,12,2018",19.99
"07,12,2018",20.29
"10,12,2018",20.86
"11,12,2018",20.16
"12,12,2018",21.47
"13,12,2018",22.32
"14,12,2018",23.37
"17,12,2018",24.26
"18,12,2018",24.09
"19,12,2018",24.38
"20,12,2018",24.23
"21,12,2018",24.65
"24,12,2018",24.9
"26,12,2018",24.9
"27,12,2018",24.73
"28,12,2018",24.7
"31,12,2018",24.73
"02,01,2019",25.06
"03,01,2019",23.08
"04,01,2019",23.54
"07,01,2019",22.09
"08,01,2019",22.68
"09,01,2019",21.87
"10,01,2019",21.95
"11,01,2019",22.6
"14,01,2019",22.41
"15,01,2019",22.49
"16,01,2019",23.25
"17,01,2019",23.51
"18,01,2019",24.69
"21,01,2019",24.3
"22,01,2019",25.03
"23,01,2019",24.55
"24,01,2019",23.9
"25,01,2019",23.78
"28,01,2019",22.62
"29,01,2019",23.24
"30,01,2019",22.91
"31,01,2019",22.16
"01,02,2019",21.85
"04,02,2019",22.92
"05,02,2019",23.03
"06,02,2019",23.56
"07,02,2019",23.34
"08,02,2019",22.24
"11,02,2019",22.27
"12,02,2019",20.58
"13,02,2019",20.83
"14,02,2019",19.68
"15,02,2019",20.31
"18,02,2019",19.9
"19,02,2019",20.1
"20,02,2019",20.37
"21,02,2019",18.71
"22,02,2019",18.85
"25,02,2019",19.15
"26,02,2019",19.56
"27,02,2019",21.17
"28,02,2019",21.59
"01,03,2019",22.18
"04,03,2019",23.03
"05,03,2019",22.83
"06,03,2019",22.04
"07,03,2019",23.17
"08,03,2019",22.91
"11,03,2019",22.18
"12,03,2019",22.22
"13,03,2019",22.17
"14,03,2019",22.63
"15,03,2019",22.36
"18,03,2019",21.71
"19,03,2019",21.01
"20,03,2019",21.53
"21,03,2019",20.83
"22,03,2019",20.56
"25,03,2019",20.83
"26,03,2019",21.47
"27,03,2019",21.78
"28,03,2019",22.19
"29,03,2019",21.47
"01,04,2019",21.85
"02,04,2019",21.95
"03,04,2019",23.1
"04,04,2019",24.38
"05,04,2019",24.54
"08,04,2019",24.25
"09,04,2019",25.47
"10,04,2019",26.07
"11,04,2019",27.26
"12,04,2019",26.52
"15,04,2019",26.75
"16,04,2019",26.94
"17,04,2019",27.4
"18,04,2019",26.83
"22,04,2019",26.83
"23,04,2019",27.47
"24,04,2019",27.34
"25,04,2019",27.21
"26,04,2019",25.78
"29,04,2019",26.31
"30,04,2019",26.22
"01,05,2019",25.71
"02,05,2019",24.63
"03,05,2019",25.13
"06,05,2019",25.26
"07,05,2019",26.33
"08,05,2019",26.83
"09,05,2019",26.43
"10,05,2019",25.55
"13,05,2019",24.96
"14,05,2019",25.82
"15,05,2019",25.9
"16,05,2019",25.5
"17,05,2019",24.93
"20,05,2019",25.13
"21,05,2019",25.32
"22,05,2019",26.3
"23,05,2019",25.99
"24,05,2019",25.4
"27,05,2019",25.51
"28,05,2019",25.4
"29,05,2019",25.45
"30,05,2019",25.22
"31,05,2019",24.39
"03,06,2019",23.67
"04,06,2019",24.49
"05,06,2019",24.18
"06,06,2019",23.91
"07,06,2019",24.44
"10,06,2019",25.13
"11,06,2019",24.91
"12,06,2019",24.75
"13,06,2019",24.9
"14,06,2019",24.99
"17,06,2019",24.96
"18,06,2019",25.05
"19,06,2019",24.89
"20,06,2019",25.03
"21,06,2019",25.24
"24,06,2019",26.31
"25,06,2019",26.39
"26,06,2019",27.37
"27,06,2019",26.87
"28,06,2019",26.26
"01,07,2019",26.89
"02,07,2019",26.69
"03,07,2019",26.48
"04,07,2019",25.98
"05,07,2019",26.35
"08,07,2019",26.78
"09,07,2019",26.53
"10,07,2019",28.16
"11,07,2019",28.26
"12,07,2019",28.76
"15,07,2019",29.02
"16,07,2019",28.44
"17,07,2019",28.43
"18,07,2019",27.74
"19,07,2019",28.85
"22,07,2019",28.96
"23,07,2019",29.78
"24,07,2019",29.16
"25,07,2019",28.99
"26,07,2019",28.26
"29,07,2019",28.39
"30,07,2019",27.87
"31,07,2019",27.95
"01,08,2019",29.42
"02,08,2019",29.23
"05,08,2019",28.67
"06,08,2019",28.38
"07,08,2019",28.25
"08,08,2019",28.51
"09,08,2019",28.1
"12,08,2019",26.68
"13,08,2019",27.08
"14,08,2019",26.89
"15,08,2019",25.97
"16,08,2019",25.95
"19,08,2019",26.55
"20,08,2019",26.24
"21,08,2019",26.01
"22,08,2019",25.65
"23,08,2019",25.08
"26,08,2019",25.82
"27,08,2019",25.4
"28,08,2019",26
"29,08,2019",26.45
"30,08,2019",26.31
"02,09,2019",25.18
"03,09,2019",25.22
"04,09,2019",25.52
"05,09,2019",25.53
"06,09,2019",25.08
"09,09,2019",25.01
"10,09,2019",26.72
"11,09,2019",26.27
"12,09,2019",26.43
"13,09,2019",26.37
"16,09,2019",27.02
"17,09,2019",26.2
"18,09,2019",25.44
"19,09,2019",25.94
"20,09,2019",26.51
"23,09,2019",25.78
"24,09,2019",25.52
"25,09,2019",25.19
"26,09,2019",25.62
"27,09,2019",25.29
"30,09,2019",24.72
"01,10,2019",25.04
"02,10,2019",24.19
"03,10,2019",23.24
"04,10,2019",22.94
"07,10,2019",23.41
"08,10,2019",22.53
"09,10,2019",22.65
"10,10,2019",23.26
"11,10,2019",24.44
"14,10,2019",24.15
"15,10,2019",25.71
"16,10,2019",26.3
"17,10,2019",26.06
"18,10,2019",25.88
"21,10,2019",25.93
"22,10,2019",25.66
"23,10,2019",24.75
"24,10,2019",25.44
"25,10,2019",24.97
"28,10,2019",25.12
"29,10,2019",25.45
"30,10,2019",26
"31,10,2019",25.61
"01,11,2019",25.29
"04,11,2019",25.63
"05,11,2019",25.51
"06,11,2019",24.79
"07,11,2019",24.94
"08,11,2019",24.84
"11,11,2019",24.93
"12,11,2019",24.12
"13,11,2019",24.39
"14,11,2019",23.96
"15,11,2019",23.85
"18,11,2019",23.39
"19,11,2019",23.44
"20,11,2019",24.03
"21,11,2019",23.94
"22,11,2019",24.58
"25,11,2019",24.44
"26,11,2019",24.38
"27,11,2019",25.11
"28,11,2019",25.01
"29,11,2019",25.22
"02,12,2019",24.33
"03,12,2019",24
"04,12,2019",24.74
"05,12,2019",24.69
"06,12,2019",24.94
"09,12,2019",25.13
"10,12,2019",24.94
"11,12,2019",24.48
"12,12,2019",25.07
"13,12,2019",24.02
"16,12,2019",24.86
"17,12,2019",25.95
"18,12,2019",26.47
"19,12,2019",26.74
"20,12,2019",26.56
"23,12,2019",26.43
"24,12,2019",25.97
"27,12,2019",26.59
"30,12,2019",24.97
"31,12,2019",24.52
"02,01,2020",24.28
"03,01,2020",24.9
"06,01,2020",24.15
"07,01,2020",24.47
"08,01,2020",23.97
"09,01,2020",24.58
"10,01,2020",24.12
"13,01,2020",24.06
"14,01,2020",23.77
"15,01,2020",24.43
"16,01,2020",24.77
"17,01,2020",25.36
"20,01,2020",25.11
"21,01,2020",24.85
"22,01,2020",24.94
"23,01,2020",24.63
"24,01,2020",24.3
"27,01,2020",24.52
"28,01,2020",24.58
"29,01,2020",23.92
"30,01,2020",23.67
"31,01,2020",23.82
"03,02,2020",23.15
"04,02,2020",23.3
"05,02,2020",23.71
"06,02,2020",23.5
"07,02,2020",23.26
"10,02,2020",23.11
"11,02,2020",23.25
"12,02,2020",23.83
"13,02,2020",24.35
"14,02,2020",24.24
"17,02,2020",25
"18,02,2020",25.09
"19,02,2020",25.66
"20,02,2020",25.59
"21,02,2020",25.56
"24,02,2020",24.53
"25,02,2020",24.14
"26,02,2020",24.22
"27,02,2020",23.56
"28,02,2020",23.57
"02,03,2020",23.49
"03,03,2020",23.33
"04,03,2020",23.8
"05,03,2020",23.77
"06,03,2020",23.39
"09,03,2020",23.25
"10,03,2020",24.07
"11,03,2020",23.89
"12,03,2020",22.49
"13,03,2020",21.89
"16,03,2020",19.41
"17,03,2020",18.25
"18,03,2020",15.24
"19,03,2020",16.31
"20,03,2020",16.04
"23,03,2020",15.45
"24,03,2020",16.7
"25,03,2020",17.41
"26,03,2020",17.22
"27,03,2020",16.26
"30,03,2020",16.93
"31,03,2020",17.59
"01,04,2020",17
"02,04,2020",17.99
"03,04,2020",17.89
"06,04,2020",20.33
"07,04,2020",20.44
"08,04,2020",21.06
"09,04,2020",21.01
"14,04,2020",19.76
"15,04,2020",19.2
"16,04,2020",20.89
"17,04,2020",21.64
"20,04,2020",21.32
"21,04,2020",19.79
"22,04,2020",20.59
"23,04,2020",20.97
"24,04,2020",20.68
"27,04,2020",20.22
"28,04,2020",20.15
"29,04,2020",20.13
"30,04,2020",19.51
"01,05,2020",18.91
"04,05,2020",19.29
"05,05,2020",19.03
"06,05,2020",18.94
"07,05,2020",19.48
"08,05,2020",19.29
"11,05,2020",19
"12,05,2020",18.46
"13,05,2020",18.6
"14,05,2020",18.77
"15,05,2020",19.11
"18,05,2020",20.28
"19,05,2020",19.9
"20,05,2020",21.19
"21,05,2020",21.12
"22,05,2020",21.33
"25,05,2020",21.54
"26,05,2020",21.53
"27,05,2020",21.26
"28,05,2020",21.19
"29,05,2020",21.33
"01,06,2020",20.9
"02,06,2020",22
"03,06,2020",22.01
"04,06,2020",22.14
"05,06,2020",23.17
"08,06,2020",22.65
"09,06,2020",22.42
"10,06,2020",22.85
"11,06,2020",22.21
"12,06,2020",21.93
"15,06,2020",22.1
"16,06,2020",22.72
"17,06,2020",22.69
"18,06,2020",24.4
"19,06,2020",24.09
"22,06,2020",24.46
"23,06,2020",25.35
"24,06,2020",25.33
"25,06,2020",25.11
"26,06,2020",24.66
"29,06,2020",26.55
"30,06,2020",26.95
"01,07,2020",27.69
"02,07,2020",27.35
"03,07,2020",27.89
"06,07,2020",29.68
"07,07,2020",29.36
"08,07,2020",29.29
"09,07,2020",28.58
"10,07,2020",28.98
"13,07,2020",29.31
"14,07,2020",29.6
"15,07,2020",28.81
"16,07,2020",26.54
"17,07,2020",27.75
"20,07,2020",26.1
"21,07,2020",26.55
"22,07,2020",26.57
"23,07,2020",27.27
"24,07,2020",26.31
"27,07,2020",24.95
"28,07,2020",25.69
"29,07,2020",26.14
"30,07,2020",25.5
"31,07,2020",26.23
"03,08,2020",26.07
"04,08,2020",26.78
"05,08,2020",26.73
"06,08,2020",26.35
"07,08,2020",26.38
"10,08,2020",26.68
"11,08,2020",26.16
"12,08,2020",25.94
"13,08,2020",25.4
"14,08,2020",25.44
"17,08,2020",26.26
"18,08,2020",26.51
"19,08,2020",26.2
"20,08,2020",25.88
"21,08,2020",25.63
"24,08,2020",27.46
"25,08,2020",28.59
"26,08,2020",28.6
"27,08,2020",28.35
"28,08,2020",29.5
"31,08,2020",28.64
"01,09,2020",27.72
"02,09,2020",28.21
"03,09,2020",28.72
"04,09,2020",27.34
"07,09,2020",27.04
"08,09,2020",26.78
"09,09,2020",27.19
"10,09,2020",28.4
"11,09,2020",28.24
"14,09,2020",30.44
"15,09,2020",29.76
"16,09,2020",29.96
"17,09,2020",28.41
"18,09,2020",27.97
"21,09,2020",26.38
"22,09,2020",27.83
"23,09,2020",26.48
"24,09,2020",26.77
"25,09,2020",26.15
"28,09,2020",27.69
"29,09,2020",26.79
"30,09,2020",26.93
"01,10,2020",26.51
"02,10,2020",27.03
"05,10,2020",26.94
"06,10,2020",26.79
"07,10,2020",26.9
"08,10,2020",26.34
"09,10,2020",25.71
"12,10,2020",25.87
"13,10,2020",25.22
"14,10,2020",25.75
"15,10,2020",24.96
"16,10,2020",24.89
"19,10,2020",24.98
"20,10,2020",24.41
"21,10,2020",23.56
"22,10,2020",24.18
"23,10,2020",25.49
"26,10,2020",23.85
"27,10,2020",24.07
"28,10,2020",23.03
"29,10,2020",23.67
"30,10,2020",23.71
"02,11,2020",23.67
"03,11,2020",24.39
"04,11,2020",25.11
"05,11,2020",25.98
"06,11,2020",25.42
"09,11,2020",26.55
"10,11,2020",26.23
"11,11,2020",26.13
"12,11,2020",25.92
"13,11,2020",26.28
"16,11,2020",27.39
"17,11,2020",26.64
"18,11,2020",27.19
"19,11,2020",26.35
"20,11,2020",26.74
"23,11,2020",27.25
"24,11,2020",27.63
"25,11,2020",27.62
"26,11,2020",28.1
"27,11,2020",28.13
"30,11,2020",29.14
"01,12,2020",28.86
"02,12,2020",29.55
"03,12,2020",29
"04,12,2020",30.11
"07,12,2020",29.62
"08,12,2020",29.57
"09,12,2020",29.7
"10,12,2020",30.9
"11,12,2020",30.52
"14,12,2020",30.81
"15,12,2020",32.05
"16,12,2020",31.66
"17,12,2020",31.83
"18,12,2020",30.96
"21,12,2020",30.77
"22,12,2020",31.03
"23,12,2020",31.79
"24,12,2020",32.06
"28,12,2020",33.29
"29,12,2020",32.89
"30,12,2020",32.08
"31,12,2020",32.59
"04,01,2021",33.58
"05,01,2021",32.87
"06,01,2021",33.53
"07,01,2021",34.66
"08,01,2021",34.82
"11,01,2021",34.43
"12,01,2021",34.56
"13,01,2021",33.55
"14,01,2021",33.43
"15,01,2021",31.65
"18,01,2021",31.54
"19,01,2021",33
"20,01,2021",32.82
"21,01,2021",34.03
"22,01,2021",34.17
"25,01,2021",33.1
"26,01,2021",33.29
"27,01,2021",33.22
"28,01,2021",33.89
"29,01,2021",32.89
"01,02,2021",32.81
"02,02,2021",34.93
"03,02,2021",37.39
"04,02,2021",37.23
"05,02,2021",38.15
"08,02,2021",38.56
"09,02,2021",38.21
"10,02,2021",39.28
"11,02,2021",38.71
"12,02,2021",39.97
"15,02,2021",39.47
"16,02,2021",38.81
"17,02,2021",38.04
"18,02,2021",38.27
"19,02,2021",37.36
"22,02,2021",37.91
"23,02,2021",38.61
"24,02,2021",39.09
"25,02,2021",38.2
"26,02,2021",37.23
"01,03,2021",37.07
"02,03,2021",38.29
"03,03,2021",37.41
"04,03,2021",38.1
"05,03,2021",38.96
"08,03,2021",39.07
"09,03,2021",40.58
"10,03,2021",41.47
"11,03,2021",41.85
"12,03,2021",42.77
"15,03,2021",42.29
"16,03,2021",41.47
"17,03,2021",42.86
"18,03,2021",42.28
"19,03,2021",41.84
"22,03,2021",42.72
"23,03,2021",41.35
"24,03,2021",41.53
"25,03,2021",40.29
"26,03,2021",41.66
"29,03,2021",41.78
"30,03,2021",41.98
"31,03,2021",42.48
"01,04,2021",42.4
"06,04,2021",44.17
"07,04,2021",43.79
"08,04,2021",43.41
"09,04,2021",43.58
"12,04,2021",44.42
"13,04,2021",43.79
"14,04,2021",43.76
"15,04,2021",44.1
"16,04,2021",44.35
"19,04,2021",44.28
"20,04,2021",44.82
"21,04,2021",45.83
"22,04,2021",47.02
"23,04,2021",46.88
"26,04,2021",47.13
"27,04,2021",47.21
"28,04,2021",47.7
"29,04,2021",47.93
"30,04,2021",48.75
"03,05,2021",49.33
"04,05,2021",48.52
"05,05,2021",49.35
"06,05,2021",49.84
"07,05,2021",50.35
"10,05,2021",52.12
"11,05,2021",52.92
"12,05,2021",55.17
"13,05,2021",54.35
"14,05,2021",56.49
"17,05,2021",56.17
"18,05,2021",52.92
"19,05,2021",49.57
"20,05,2021",52.59
"21,05,2021",51.66
"24,05,2021",52.69
"25,05,2021",53.24
"26,05,2021",53.59
"27,05,2021",51.76
"28,05,2021",50.95
"31,05,2021",51.62
"01,06,2021",52.32
"02,06,2021",51.32
"03,06,2021",50.17
"04,06,2021",49.9
"07,06,2021",51.39
"08,06,2021",52.09
"09,06,2021",53.43
"10,06,2021",53.7
"11,06,2021",52.59
"14,06,2021",52.81
"15,06,2021",51.31
"16,06,2021",51.25
"17,06,2021",50.82
"18,06,2021",51.81
"21,06,2021",52.33
"22,06,2021",53.31
"23,06,2021",54.57
"24,06,2021",54.99
"25,06,2021",54.95
"28,06,2021",55.4
"29,06,2021",55.58
"30,06,2021",56.31
"01,07,2021",57.58
"02,07,2021",57.29
"05,07,2021",57.81
"06,07,2021",53.96
"07,07,2021",52.56
"08,07,2021",52.29
"09,07,2021",54.2
"12,07,2021",51.65
"13,07,2021",52.79
"14,07,2021",53.3
"15,07,2021",52.91
"16,07,2021",52.82
"19,07,2021",52.34
"20,07,2021",51.15
"21,07,2021",52.08
"22,07,2021",50.74
"23,07,2021",50.84
"26,07,2021",53.15
"27,07,2021",52.85
"28,07,2021",53.78
"29,07,2021",54
"30,07,2021",53.28
"02,08,2021",54.38
"03,08,2021",54.14
"04,08,2021",55.41
"05,08,2021",55.93
"06,08,2021",56.61
"09,08,2021",56.57
"10,08,2021",57.36
"11,08,2021",57.73
"12,08,2021",56.21
"13,08,2021",55.33
"16,08,2021",58.11
"17,08,2021",57.18
"18,08,2021",57.08
"19,08,2021",53.45
"20,08,2021",54.33
"23,08,2021",55.3
"24,08,2021",56.6
"25,08,2021",56.5
"26,08,2021",56.82
"27,08,2021",58.96
"30,08,2021",60.72
"31,08,2021",60.72
"01,09,2021",60.07
"02,09,2021",61.48
"03,09,2021",61.28
"06,09,2021",62.27
"07,09,2021",61.95
"08,09,2021",62.41
"09,09,2021",62.69
"10,09,2021",60.86
"13,09,2021",61.01
"14,09,2021",59.8
"15,09,2021",59.8
"16,09,2021",59.26
"17,09,2021",59.43
"20,09,2021",60.63
"21,09,2021",60.11
"22,09,2021",60.54
"23,09,2021",60.48
"24,09,2021",62.88
"27,09,2021",64.31
"28,09,2021",61.92
"29,09,2021",62.88
"30,09,2021",61.74
"01,10,2021",62.04
"04,10,2021",63.4
"05,10,2021",64.72
"06,10,2021",59.12
"07,10,2021",60.37
"08,10,2021",58.33
"11,10,2021",59.15
"12,10,2021",58.93
"13,10,2021",59.07
"14,10,2021",61.44
"15,10,2021",59.44
"18,10,2021",58.56
"19,10,2021",54.55
"20,10,2021",57.78
"21,10,2021",57.98
"22,10,2021",58.27
"25,10,2021",58.99
"26,10,2021",59.81
"27,10,2021",59.9
"28,10,2021",58.57
"29,10,2021",58.71
"01,11,2021",56.94
"02,11,2021",59.46
"03,11,2021",59.82
"04,11,2021",59.86
"05,11,2021",59.39
"08,11,2021",60.63
"09,11,2021",60.41
"10,11,2021",63.16
"11,11,2021",63.7
"12,11,2021",63.27
"15,11,2021",65.93
"16,11,2021",67.55
"17,11,2021",67.16
"18,11,2021",69.1
"19,11,2021",69.36
"22,11,2021",69.91
"23,11,2021",69.17
"24,11,2021",72.91
"25,11,2021",74.46
"26,11,2021",72.78
"29,11,2021",74.21
"30,11,2021",75.37
"01,12,2021",76.81
"02,12,2021",79.86
"03,12,2021",78.25
"06,12,2021",81.25
"07,12,2021",84.91
"08,12,2021",88.88
"09,12,2021",80.2
"10,12,2021",83.73
"13,12,2021",82.12
"14,12,2021",79.48
"15,12,2021",80.5
"16,12,2021",84.77
"17,12,2021",73.28
"20,12,2021",79.38
"21,12,2021",80.49
"22,12,2021",76.37
"23,12,2021",74.04
"24,12,2021",75.91
"27,12,2021",76.55
"28,12,2021",78.86
"29,12,2021",79.97
"30,12,2021",79.77
"31,12,2021",80.22
"03,01,2022",83.63
"04,01,2022",84.55
"05,01,2022",87.24
"06,01,2022",86.4
"07,01,2022",85.09
"10,01,2022",79.8
"11,01,2022",81.03
"12,01,2022",79.75
"13,01,2022",80.3
"14,01,2022",81.82
"17,01,2022",80.32
"18,01,2022",82.38
"19,01,2022",81.82
"20,01,2022",85.32
"21,01,2022",84.17
"24,01,2022",83.72
"25,01,2022",87.15
"26,01,2022",88.36
"27,01,2022",89.46
"28,01,2022",88.9
"31,01,2022",88.89
"01,02,2022",89.18
"02,02,2022",93.76
"03,02,2022",94.38
"04,02,2022",96.03
"07,02,2022",96.28
"08,02,2022",96.48
"09,02,2022",90.4
"10,02,2022",90.41
"11,02,2022",92.5
"14,02,2022",91.33
"15,02,2022",90.71
"16,02,2022",89.38
"17,02,2022",85.98
"18,02,2022",89.05
"21,02,2022",89.29
"22,02,2022",89.39
"23,02,2022",94.69
"24,02,2022",86.66
"25,02,2022",87.74
"28,02,2022",81.82
"01,03,2022",68.53
"02,03,2022",68.26
"03,03,2022",67.09
"04,03,2022",64.79
"07,03,2022",57.93
"08,03,2022",68.12
"09,03,2022",72.78
"10,03,2022",76.03
"11,03,2022",76.39
"14,03,2022",77.89
"15,03,2022",77.04
"16,03,2022",77.77
"17,03,2022",79.53
"18,03,2022",78.52
"21,03,2022",78.01
"22,03,2022",80.29
"23,03,2022",76.25
"24,03,2022",77.94
"25,03,2022",78.31
"28,03,2022",80.54
"29,03,2022",81.54
"30,03,2022",78.12
"31,03,2022",76.32
"01,04,2022",78.35
"04,04,2022",78.34
"05,04,2022",77.89
"06,04,2022",77.02
"07,04,2022",79.78
"08,04,2022",79.93
"11,04,2022",77.79
"12,04,2022",78.84
"13,04,2022",77.26
"14,04,2022",79.78
"18,04,2022",79.78
"19,04,2022",79.98
"20,04,2022",87.6
"21,04,2022",86.19
"22,04,2022",88.68
"25,04,2022",83.13
"26,04,2022",82.35
"27,04,2022",80.66
"28,04,2022",82.31
"29,04,2022",84.04
"02,05,2022",82.65
"03,05,2022",87.78
"04,05,2022",87.9
"05,05,2022",88.53
"06,05,2022",91.14
"09,05,2022",86.62
"10,05,2022",86.93
"11,05,2022",88.45
"12,05,2022",87.87
"13,05,2022",88.09
"16,05,2022",89.18
"17,05,2022",91.33
"18,05,2022",84.27
"19,05,2022",82.82
"20,05,2022",80.05
"23,05,2022",77.81
"24,05,2022",80.98
"25,05,2022",81.04
"26,05,2022",84.4
"27,05,2022",83.84
"30,05,2022",83.61
"31,05,2022",83.66
"01,06,2022",85.72
"02,06,2022",85.98
"03,06,2022",86.5
"06,06,2022",81.08
"07,06,2022",80.98
"08,06,2022",79.49
"09,06,2022",80.68
"10,06,2022",81.53
"13,06,2022",81.2
"14,06,2022",83.78
"15,06,2022",85.83
"16,06,2022",82.61
"17,06,2022",81.99
"20,06,2022",83.59
"21,06,2022",84.27
"22,06,2022",81.42
"23,06,2022",83.67
"24,06,2022",82.98
"27,06,2022",84.59
"28,06,2022",87.12
"29,06,2022",88.07
"30,06,2022",89.88
"01,07,2022",85.3
"04,07,2022",84.29
"05,07,2022",82.99
"06,07,2022",82.94
"07,07,2022",84.64
"08,07,2022",82.51
"11,07,2022",84.07
"12,07,2022",85.37
"13,07,2022",83.59
"14,07,2022",83.7
"15,07,2022",85.09
"18,07,2022",84.66
"19,07,2022",83.37
"20,07,2022",78.58
"21,07,2022",77.85
"22,07,2022",76.03
"25,07,2022",76.08
"26,07,2022",76.39
"27,07,2022",75.85
"28,07,2022",78.68
"29,07,2022",78.27
"01,08,2022",80.28
"02,08,2022",81.66
"03,08,2022",83.71
"04,08,2022",83.9
"05,08,2022",84.48
"08,08,2022",83.53
"09,08,2022",85.65
"10,08,2022",85.63
"11,08,2022",87.27
"12,08,2022",88.58
"15,08,2022",90.48
"16,08,2022",91.77
"17,08,2022",95.5
"18,08,2022",95.72
"19,08,2022",97.67
"22,08,2022",91.83
"23,08,2022",88.94
"24,08,2022",88.86
"25,08,2022",88.95
"26,08,2022",89.94
"29,08,2022",86.24
"30,08,2022",80.34
"31,08,2022",79.61
"01,09,2022",80.33
"02,09,2022",77.45
"05,09,2022",74.05
"06,09,2022",69.57
"07,09,2022",68.71
"08,09,2022",66.93
"09,09,2022",65.72
"12,09,2022",71.44
"13,09,2022",69.36
"14,09,2022",72.14
"15,09,2022",71.45
"16,09,2022",72.87
"19,09,2022",70.71
"20,09,2022",70.74
"21,09,2022",69.4
"22,09,2022",70.05
"23,09,2022",65.41
"26,09,2022",69.97
"27,09,2022",67.96
"28,09,2022",65.15
"29,09,2022",65.73
"30,09,2022",66.73
"03,10,2022",65.94
"04,10,2022",66.92
"05,10,2022",67.07
"06,10,2022",68.96
"07,10,2022",69.85
"10,10,2022",66.77
"11,10,2022",66.34
"12,10,2022",66.71
"13,10,2022",68.84
"14,10,2022",68.02
"17,10,2022",67.51
"18,10,2022",67.77
"19,10,2022",67.29
"20,10,2022",66.87
"21,10,2022",68.72
"24,10,2022",72.32
"25,10,2022",77.11
"26,10,2022",75.79
"27,10,2022",80.21
"28,10,2022",81.21
"31,10,2022",79.97
"01,11,2022",76.72
"02,11,2022",76.7
"03,11,2022",76.28
"04,11,2022",76.36
"07,11,2022",77.49
"08,11,2022",76.06
"09,11,2022",72.76
"10,11,2022",73.05
"11,11,2022",75.84
"14,11,2022",75.23
"15,11,2022",76.65
"16,11,2022",73.41
"17,11,2022",72.4
"18,11,2022",72.47
"21,11,2022",74.61
"22,11,2022",73.89
"23,11,2022",75.87
"24,11,2022",78.27
"25,11,2022",78.86
"28,11,2022",78.81
"29,11,2022",81.25
"30,11,2022",84.69
"01,12,2022",85.22
"02,12,2022",87.67
"05,12,2022",87.31
"06,12,2022",87.69
"07,12,2022",88.07
"08,12,2022",88.67
"09,12,2022",87.84
"12,12,2022",90.17
"13,12,2022",88.64
"14,12,2022",86.61
"15,12,2022",85.5
"16,12,2022",83.82
"19,12,2022",84.11
"20,12,2022",87.67
"21,12,2022",85.35
"22,12,2022",86.72
"23,12,2022",86.81
"27,12,2022",85.77
"28,12,2022",83.54
"29,12,2022",82
"30,12,2022",81.49
"02,01,2023",83.85
"03,01,2023",81.13
"04,01,2023",75.48
"05,01,2023",76.59
"06,01,2023",75.14
"09,01,2023",79.14
"10,01,2023",78.15
"11,01,2023",76.56
"12,01,2023",77.81
"13,01,2023",77.44
"16,01,2023",75.17
"17,01,2023",77.16
"18,01,2023",80.86
"19,01,2023",81.47
"20,01,2023",82.62
"23,01,2023",82.7
"24,01,2023",79.23
"25,01,2023",81.77
"26,01,2023",86.79
"27,01,2023",86.51
"30,01,2023",86.91
"31,01,2023",90.25
"01,02,2023",92.6
"02,02,2023",90.19
"03,02,2023",90.44
"06,02,2023",88.07
"07,02,2023",87.54
"08,02,2023",87.52
"09,02,2023",88.22
"10,02,2023",90.23
"13,02,2023",89.43
"14,02,2023",89.28
"15,02,2023",91.5
"16,02,2023",94.61
"17,02,2023",93.34
"20,02,2023",95.36
"21,02,2023",97.28
"22,02,2023",93.77
"23,02,2023",94.53
"24,02,2023",94.31
"27,02,2023",97.05
"28,02,2023",96.58
"01,03,2023",93.72
"02,03,2023",90.23
"03,03,2023",89.07
"06,03,2023",89.9
"07,03,2023",92.59
"08,03,2023",94.7
"09,03,2023",95.31
"10,03,2023",96.72
"13,03,2023",94.26
"14,03,2023",89.8
"15,03,2023",86.6
"16,03,2023",84.43
"17,03,2023",84.58
"20,03,2023",85.11
"21,03,2023",86.88
"22,03,2023",86.77
"23,03,2023",89.69
"24,03,2023",85.1
"27,03,2023",84.77
"28,03,2023",87.47
"29,03,2023",88.4
"30,03,2023",89.1
"31,03,2023",90.09
"03,04,2023",93.88
"04,04,2023",93.07
"05,04,2023",94.72
"06,04,2023",94.74
"10,04,2023",94.74
"11,04,2023",95.49
"12,04,2023",93.99
"13,04,2023",92.55
"14,04,2023",91.92
"17,04,2023",91.11
"18,04,2023",93.39
"19,04,2023",92.53
"20,04,2023",90.05
"21,04,2023",87.83
"24,04,2023",86.53
"25,04,2023",85.16
"26,04,2023",83.87
"27,04,2023",84.3
"28,04,2023",85.63
"01,05,2023",84.25
"02,05,2023",86.63
"03,05,2023",83.28
"04,05,2023",83
"05,05,2023",83.28
"08,05,2023",83.71
"09,05,2023",85.06
"10,05,2023",87.7
"11,05,2023",86.59
"12,05,2023",86.65
"15,05,2023",85.2
"16,05,2023",86.81
"17,05,2023",86.41
"18,05,2023",88.06
"19,05,2023",88.09
"22,05,2023",85.95
"23,05,2023",83.68
"24,05,2023",83.35
"25,05,2023",81.23
"26,05,2023",80.56
"29,05,2023",81.13
"30,05,2023",78.82
"31,05,2023",79.38
"01,06,2023",77.11
"02,06,2023",77.38
"05,06,2023",80.88
"06,06,2023",80.05
"07,06,2023",81.92
"08,06,2023",82.32
"09,06,2023",85.06
"12,06,2023",86.09
"13,06,2023",88.12
"14,06,2023",91.52
"15,06,2023",91.41
"16,06,2023",90.51
